Kelompok_ID,Total_Mahasiswa,HTQ_Count,HTQ_Percentage,LK_Count,PR_Count,LK_Ratio,PR_Ratio,Fakultas_Count,Jurusan_Count,Duplicate_Majors,Max_Major_Count,HTQ_Satisfied,Size_Satisfied,Gender_Satisfied,Duplication_Satisfied,Overall_Satisfied,Dominant_Fakultas,Dominant_Jurusan
17,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,4,7,3,4,True,True,True,True,True,SAINS DAN TEKNOLOGI,PSIKOLOGI
18,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,8,2,4,True,True,True,True,True,PSIKOLOGI,PSIKOLOGI
19,12,2,16.666666666666664,4,8,0.3333333333333333,0.6666666666666666,5,12,0,1,True,True,True,True,True,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
20,13,3,23.076923076923077,5,8,0.38461538461538464,0.6153846153846154,5,9,3,3,True,True,True,True,True,HUMANIORA,BAHASA DAN SASTRA ARAB
21,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,8,4,2,True,True,True,True,True,SYARI'AH,ILMU AL-QUR`AN DAN TAFSIR
22,13,2,15.384615384615385,5,8,0.38461538461538464,0.6153846153846154,5,9,3,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,MATEMATIKA
23,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,9,1,4,True,True,True,True,True,EKONOMI,MANAJEMEN
24,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,11,1,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,AL-AHWAL AL-SYAKHSHIYYAH
25,15,1,6.666666666666667,10,5,0.6666666666666666,0.3333333333333333,5,9,5,3,True,False,False,True,False,SYARI'AH,BAHASA DAN SASTRA ARAB
26,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,5,10,3,2,True,True,True,True,True,SYARI'AH,BIOLOGI
27,9,1,11.11111111111111,3,6,0.3333333333333333,0.6666666666666666,4,6,2,3,True,False,True,True,False,PSIKOLOGI,PSIKOLOGI
28,12,1,8.333333333333332,6,6,0.5,0.5,5,9,3,2,True,True,False,True,False,SYARI'AH,BAHASA DAN SASTRA ARAB
29,18,1,5.555555555555555,6,12,0.3333333333333333,0.6666666666666666,6,12,6,2,True,False,True,True,False,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA ARAB
30,7,1,14.285714285714285,3,4,0.42857142857142855,0.5714285714285714,4,6,1,2,True,False,True,True,False,SYARI'AH,PSIKOLOGI
31,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,5,10,2,3,True,True,True,True,True,SYARI'AH,ILMU AL-QUR`AN DAN TAFSIR
32,12,1,8.333333333333332,3,9,0.25,0.75,5,9,2,3,True,True,True,True,True,PSIKOLOGI,PSIKOLOGI
33,15,1,6.666666666666667,5,10,0.3333333333333333,0.6666666666666666,4,9,4,4,True,False,True,True,False,SYARI'AH,HUKUM BISNIS SYARI'AH
34,21,1,4.761904761904762,7,14,0.3333333333333333,0.6666666666666666,6,12,6,4,True,False,True,True,False,SAINS DAN TEKNOLOGI,AKUNTANSI
35,9,1,11.11111111111111,5,4,0.5555555555555556,0.4444444444444444,5,9,0,1,True,False,False,True,False,SAINS DAN TEKNOLOGI,PENDIDIKAN AGAMA ISLAM
36,10,1,10.0,3,7,0.3,0.7,4,8,2,2,True,False,True,True,False,SAINS DAN TEKNOLOGI,AKUNTANSI
37,12,1,8.333333333333332,6,6,0.5,0.5,5,8,3,3,True,True,False,True,False,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
38,9,1,11.11111111111111,4,5,0.4444444444444444,0.5555555555555556,5,7,1,3,True,False,True,True,False,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA ARAB
39,19,1,5.263157894736842,7,12,0.3684210526315789,0.631578947368421,5,11,5,4,True,False,True,True,False,EKONOMI,PERBANKAN SYARI`AH
40,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,4,8,2,5,True,True,True,True,True,HUMANIORA,BAHASA DAN SASTRA INGGRIS
41,12,1,8.333333333333332,6,6,0.5,0.5,6,9,2,3,True,True,False,True,False,EKONOMI,AKUNTANSI
42,8,1,12.5,3,5,0.375,0.625,4,6,2,2,True,False,True,True,False,EKONOMI,MANAJEMEN
43,19,1,5.263157894736842,6,13,0.3157894736842105,0.6842105263157895,5,12,6,3,True,False,True,True,False,SAINS DAN TEKNOLOGI,PSIKOLOGI
44,13,1,7.6923076923076925,5,8,0.38461538461538464,0.6153846153846154,4,10,2,3,True,True,True,True,True,SYARI'AH,HUKUM TATA NEGARA
45,13,1,7.6923076923076925,7,6,0.5384615384615384,0.46153846153846156,4,9,3,3,True,True,False,True,False,EKONOMI,AKUNTANSI
46,13,1,7.6923076923076925,7,6,0.5384615384615384,0.46153846153846156,3,8,3,3,True,True,False,True,False,SAINS DAN TEKNOLOGI,HUKUM BISNIS SYARI'AH
47,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,7,2,4,True,True,True,True,True,SAINS DAN TEKNOLOGI,MANAJEMEN
48,8,2,25.0,3,5,0.375,0.625,3,7,1,2,True,False,True,True,False,SYARI'AH,ILMU AL-QUR`AN DAN TAFSIR
49,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,9,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA INGGRIS
50,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,6,10,3,2,True,True,True,True,True,SYARI'AH,TEKNIK INFORMATIKA
51,15,1,6.666666666666667,7,8,0.4666666666666667,0.5333333333333333,4,9,6,2,True,False,True,True,False,EKONOMI,AKUNTANSI
52,12,3,25.0,4,8,0.3333333333333333,0.6666666666666666,5,8,4,2,True,True,True,True,True,SYARI'AH,HUKUM BISNIS SYARI'AH
53,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,4,7,4,3,True,True,True,True,True,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
54,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,8,3,3,True,True,True,True,True,SYARI'AH,HUKUM BISNIS SYARI'AH
55,9,1,11.11111111111111,5,4,0.5555555555555556,0.4444444444444444,5,8,1,2,True,False,False,True,False,SAINS DAN TEKNOLOGI,MATEMATIKA
56,16,1,6.25,6,10,0.375,0.625,4,10,4,3,True,False,True,True,False,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA ARAB
57,10,1,10.0,3,7,0.3,0.7,5,10,0,1,True,False,True,True,False,SYARI'AH,MANAJEMEN
58,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,8,4,2,True,True,True,True,True,SYARI'AH,HUKUM TATA NEGARA
59,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,9,1,4,True,True,True,True,True,EKONOMI,MANAJEMEN
60,15,2,13.333333333333334,2,13,0.13333333333333333,0.8666666666666667,5,8,4,4,True,False,False,True,False,PSIKOLOGI,PSIKOLOGI
61,12,1,8.333333333333332,3,9,0.25,0.75,5,8,4,2,True,True,True,True,True,EKONOMI,AL-AHWAL AL-SYAKHSHIYYAH
62,13,1,7.6923076923076925,7,6,0.5384615384615384,0.46153846153846156,5,9,3,3,True,True,False,True,False,SAINS DAN TEKNOLOGI,AL-AHWAL AL-SYAKHSHIYYAH
63,13,2,15.384615384615385,5,8,0.38461538461538464,0.6153846153846154,5,9,3,3,True,True,True,True,True,EKONOMI,MANAJEMEN
64,12,2,16.666666666666664,6,6,0.5,0.5,4,6,4,4,True,True,False,True,False,EKONOMI,MANAJEMEN
65,13,2,15.384615384615385,7,6,0.5384615384615384,0.46153846153846156,4,9,2,4,True,True,False,True,False,SAINS DAN TEKNOLOGI,MANAJEMEN
66,12,1,8.333333333333332,3,9,0.25,0.75,4,8,2,4,True,True,True,True,True,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA ARAB
67,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,4,9,4,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,PERPUSTAKAAN DAN ILMU INFORMASI
68,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,5,10,1,4,True,True,True,True,True,EKONOMI,AKUNTANSI
69,15,1,6.666666666666667,5,10,0.3333333333333333,0.6666666666666666,5,9,4,3,True,False,True,True,False,EKONOMI,PERBANKAN SYARI`AH
70,12,1,8.333333333333332,6,6,0.5,0.5,4,9,3,2,True,True,False,True,False,EKONOMI,TEKNIK ARSITEKTUR
71,8,2,25.0,5,3,0.625,0.375,5,7,1,2,True,False,False,True,False,EKONOMI,MANAJEMEN
72,13,1,7.6923076923076925,7,6,0.5384615384615384,0.46153846153846156,5,9,3,3,True,True,False,True,False,SAINS DAN TEKNOLOGI,HUKUM BISNIS SYARI'AH
73,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,9,3,2,True,True,True,True,True,SYARI'AH,HUKUM TATA NEGARA
74,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,8,3,3,True,True,True,True,True,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
75,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,9,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,MANAJEMEN
76,17,1,5.88235294117647,8,9,0.47058823529411764,0.5294117647058824,4,10,5,3,True,False,False,True,False,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
77,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,5,9,3,3,True,True,True,True,True,HUMANIORA,BAHASA DAN SASTRA INGGRIS
78,9,1,11.11111111111111,0,9,0.0,1.0,4,6,3,2,True,False,False,True,False,SYARI'AH,MANAJEMEN
79,10,1,10.0,5,5,0.5,0.5,3,8,2,2,True,False,True,True,False,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
80,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,4,9,2,3,True,True,True,True,True,EKONOMI,MANAJEMEN
81,13,1,7.6923076923076925,7,6,0.5384615384615384,0.46153846153846156,6,10,3,2,True,True,False,True,False,SAINS DAN TEKNOLOGI,TEKNIK ARSITEKTUR
82,16,1,6.25,5,11,0.3125,0.6875,5,12,2,3,True,False,True,True,False,SAINS DAN TEKNOLOGI,BIOLOGI
83,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,10,2,2,True,True,True,True,True,SYARI'AH,HUKUM BISNIS SYARI'AH
84,8,2,25.0,5,3,0.625,0.375,4,7,1,2,True,False,False,True,False,EKONOMI,AKUNTANSI
85,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,5,10,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
86,12,1,8.333333333333332,3,9,0.25,0.75,5,9,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,TEKNIK ARSITEKTUR
87,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,5,10,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA INGGRIS
88,12,1,8.333333333333332,3,9,0.25,0.75,4,10,2,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,BIOLOGI
89,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,5,9,3,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,PSIKOLOGI
90,10,1,10.0,6,4,0.6,0.4,4,8,2,2,True,False,False,True,False,EKONOMI,PERBANKAN SYARI`AH
91,12,1,8.333333333333332,6,6,0.5,0.5,4,7,4,3,True,True,False,True,False,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
92,16,2,12.5,6,10,0.375,0.625,5,8,6,3,True,False,True,True,False,EKONOMI,AKUNTANSI
93,16,1,6.25,8,8,0.5,0.5,4,8,5,4,True,False,False,True,False,SAINS DAN TEKNOLOGI,MANAJEMEN
94,13,1,7.6923076923076925,5,8,0.38461538461538464,0.6153846153846154,6,8,2,4,True,True,True,True,True,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
95,20,2,10.0,10,10,0.5,0.5,5,12,5,4,True,False,False,True,False,EKONOMI,PSIKOLOGI
96,18,1,5.555555555555555,6,12,0.3333333333333333,0.6666666666666666,5,9,5,4,True,False,True,True,False,SYARI'AH,BAHASA DAN SASTRA INGGRIS
97,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,5,7,4,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,PSIKOLOGI
98,6,1,16.666666666666664,3,3,0.5,0.5,4,6,0,1,True,False,True,True,False,EKONOMI,MANAJEMEN
99,9,1,11.11111111111111,2,7,0.2222222222222222,0.7777777777777778,5,8,1,2,True,False,True,True,False,SYARI'AH,ILMU AL-QUR`AN DAN TAFSIR
100,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,6,9,4,2,True,True,True,True,True,EKONOMI,MATEMATIKA
101,19,1,5.263157894736842,9,10,0.47368421052631576,0.5263157894736842,4,10,6,3,True,False,False,True,False,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA ARAB
102,8,1,12.5,5,3,0.625,0.375,4,7,1,2,True,False,False,True,False,SAINS DAN TEKNOLOGI,TEKNIK ARSITEKTUR
103,12,2,16.666666666666664,4,8,0.3333333333333333,0.6666666666666666,4,7,3,4,True,True,True,True,True,HUMANIORA,BAHASA DAN SASTRA ARAB
104,10,1,10.0,9,1,0.9,0.1,4,7,2,3,True,False,False,True,False,SYARI'AH,BAHASA DAN SASTRA INGGRIS
105,17,1,5.88235294117647,8,9,0.47058823529411764,0.5294117647058824,6,11,3,3,True,False,False,True,False,HUMANIORA,TEKNIK INFORMATIKA
106,13,2,15.384615384615385,5,8,0.38461538461538464,0.6153846153846154,5,9,3,3,True,True,True,True,True,EKONOMI,PERBANKAN SYARI`AH
107,17,1,5.88235294117647,5,12,0.29411764705882354,0.7058823529411765,6,11,4,3,True,False,True,True,False,SYARI'AH,HUKUM TATA NEGARA
108,17,1,5.88235294117647,3,14,0.17647058823529413,0.8235294117647058,5,9,4,5,True,False,False,True,False,SYARI'AH,HUKUM BISNIS SYARI'AH
109,12,1,8.333333333333332,6,6,0.5,0.5,4,8,3,3,True,True,False,True,False,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA INGGRIS
110,12,1,8.333333333333332,3,9,0.25,0.75,5,9,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA ARAB
111,10,1,10.0,0,10,0.0,1.0,4,7,3,2,True,False,False,True,False,SYARI'AH,ILMU AL-QUR`AN DAN TAFSIR
112,10,1,10.0,6,4,0.6,0.4,3,8,2,2,True,False,False,True,False,SAINS DAN TEKNOLOGI,HUKUM BISNIS SYARI'AH
113,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,10,2,2,True,True,True,True,True,SYARI'AH,BAHASA DAN SASTRA ARAB
114,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,6,9,3,2,True,True,True,True,True,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
115,13,1,7.6923076923076925,9,4,0.6923076923076923,0.3076923076923077,3,7,3,5,True,True,False,True,False,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
116,8,1,12.5,5,3,0.625,0.375,3,6,2,2,True,False,False,True,False,SYARI'AH,BAHASA DAN SASTRA INGGRIS
117,12,1,8.333333333333332,3,9,0.25,0.75,5,8,4,2,True,True,True,True,True,SYARI'AH,PSIKOLOGI
118,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,5,10,2,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,BIOLOGI
119,8,1,12.5,3,5,0.375,0.625,5,8,0,1,True,False,True,True,False,SAINS DAN TEKNOLOGI,MANAJEMEN
120,12,3,25.0,6,6,0.5,0.5,5,7,4,3,True,True,False,True,False,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
121,13,1,7.6923076923076925,7,6,0.5384615384615384,0.46153846153846156,4,10,3,2,True,True,False,True,False,SAINS DAN TEKNOLOGI,PERPUSTAKAAN DAN ILMU INFORMASI
122,12,1,8.333333333333332,6,6,0.5,0.5,4,7,3,4,True,True,False,True,False,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
123,10,1,10.0,5,5,0.5,0.5,5,9,1,2,True,False,True,True,False,SAINS DAN TEKNOLOGI,BIOLOGI
124,9,1,11.11111111111111,3,6,0.3333333333333333,0.6666666666666666,3,7,2,2,True,False,True,True,False,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
125,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,8,3,3,True,True,True,True,True,HUMANIORA,BAHASA DAN SASTRA ARAB
126,16,2,12.5,3,13,0.1875,0.8125,4,11,3,3,True,False,False,True,False,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA INGGRIS
127,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,5,9,3,3,True,True,True,True,True,SYARI'AH,MANAJEMEN
128,8,2,25.0,4,4,0.5,0.5,4,6,2,2,True,False,True,True,False,EKONOMI,PERBANKAN SYARI`AH
129,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,8,3,3,True,True,True,True,True,SYARI'AH,PSIKOLOGI
130,12,1,8.333333333333332,6,6,0.5,0.5,5,10,1,3,True,True,False,True,False,EKONOMI,PSIKOLOGI
131,13,1,7.6923076923076925,10,3,0.7692307692307693,0.23076923076923078,5,10,2,3,True,True,False,True,False,EKONOMI,MANAJEMEN
132,9,1,11.11111111111111,2,7,0.2222222222222222,0.7777777777777778,4,5,3,3,True,False,True,True,False,SYARI'AH,HUKUM BISNIS SYARI'AH
133,13,1,7.6923076923076925,5,8,0.38461538461538464,0.6153846153846154,5,8,3,3,True,True,True,True,True,HUMANIORA,TEKNIK INFORMATIKA
134,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,8,3,3,True,True,True,True,True,EKONOMI,PERBANKAN SYARI`AH
135,10,1,10.0,3,7,0.3,0.7,4,7,1,4,True,False,True,True,False,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
136,13,1,7.6923076923076925,5,8,0.38461538461538464,0.6153846153846154,4,10,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
137,12,2,16.666666666666664,6,6,0.5,0.5,4,10,2,2,True,True,False,True,False,SAINS DAN TEKNOLOGI,AKUNTANSI
138,12,1,8.333333333333332,6,6,0.5,0.5,6,9,2,3,True,True,False,True,False,HUMANIORA,BAHASA DAN SASTRA INGGRIS
139,15,1,6.666666666666667,8,7,0.5333333333333333,0.4666666666666667,5,9,5,3,True,False,False,True,False,HUMANIORA,BAHASA DAN SASTRA INGGRIS
140,12,1,8.333333333333332,3,9,0.25,0.75,4,8,3,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
141,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,6,10,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,MANAJEMEN
142,12,1,8.333333333333332,3,9,0.25,0.75,6,7,4,3,True,True,True,True,True,EKONOMI,MANAJEMEN
143,8,1,12.5,2,6,0.25,0.75,4,7,1,2,True,False,True,True,False,SAINS DAN TEKNOLOGI,PSIKOLOGI
144,9,1,11.11111111111111,3,6,0.3333333333333333,0.6666666666666666,3,7,2,2,True,False,True,True,False,SYARI'AH,BAHASA DAN SASTRA INGGRIS
145,7,1,14.285714285714285,4,3,0.5714285714285714,0.42857142857142855,4,6,1,2,True,False,False,True,False,SYARI'AH,BIOLOGI
146,9,2,22.22222222222222,4,5,0.4444444444444444,0.5555555555555556,4,7,2,2,True,False,True,True,False,HUMANIORA,AL-AHWAL AL-SYAKHSHIYYAH
147,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,5,10,2,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,MANAJEMEN
148,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,4,9,3,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,AL-AHWAL AL-SYAKHSHIYYAH
149,13,1,7.6923076923076925,6,7,0.46153846153846156,0.5384615384615384,5,10,3,2,True,True,True,True,True,SYARI'AH,ILMU AL-QUR`AN DAN TAFSIR
150,12,1,8.333333333333332,6,6,0.5,0.5,5,9,3,2,True,True,False,True,False,EKONOMI,MATEMATIKA
151,8,1,12.5,5,3,0.625,0.375,4,5,2,3,True,False,False,True,False,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
152,12,2,16.666666666666664,3,9,0.25,0.75,4,8,3,3,True,True,True,True,True,SYARI'AH,AL-AHWAL AL-SYAKHSHIYYAH
153,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,4,10,2,3,True,True,True,True,True,SYARI'AH,MANAJEMEN
154,9,1,11.11111111111111,2,7,0.2222222222222222,0.7777777777777778,5,8,1,2,True,False,True,True,False,EKONOMI,MANAJEMEN
155,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,3,7,4,3,True,True,True,True,True,EKONOMI,PERBANKAN SYARI`AH
156,12,1,8.333333333333332,6,6,0.5,0.5,4,9,3,2,True,True,False,True,False,SAINS DAN TEKNOLOGI,AKUNTANSI
157,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,5,11,2,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,ILMU AL-QUR`AN DAN TAFSIR
158,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,9,2,3,True,True,True,True,True,HUMANIORA,BAHASA DAN SASTRA INGGRIS
159,13,1,7.6923076923076925,7,6,0.5384615384615384,0.46153846153846156,6,9,3,3,True,True,False,True,False,SYARI'AH,MANAJEMEN
160,16,1,6.25,6,10,0.375,0.625,4,10,5,3,True,False,True,True,False,SAINS DAN TEKNOLOGI,PSIKOLOGI
161,13,1,7.6923076923076925,5,8,0.38461538461538464,0.6153846153846154,5,10,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,MANAJEMEN
162,21,1,4.761904761904762,10,11,0.47619047619047616,0.5238095238095238,5,11,6,4,True,False,False,True,False,EKONOMI,AKUNTANSI
163,13,3,23.076923076923077,5,8,0.38461538461538464,0.6153846153846154,5,8,4,3,True,True,True,True,True,SYARI'AH,MANAJEMEN
164,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,6,10,2,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,BAHASA DAN SASTRA INGGRIS
165,12,1,8.333333333333332,6,6,0.5,0.5,5,9,2,3,True,True,False,True,False,SAINS DAN TEKNOLOGI,TEKNIK ARSITEKTUR
166,13,1,7.6923076923076925,4,9,0.3076923076923077,0.6923076923076923,4,10,3,2,True,True,True,True,True,SAINS DAN TEKNOLOGI,TEKNIK ARSITEKTUR
167,9,2,22.22222222222222,4,5,0.4444444444444444,0.5555555555555556,5,7,2,2,True,False,True,True,False,SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA
168,17,1,5.88235294117647,11,6,0.6470588235294118,0.35294117647058826,5,12,4,3,True,False,False,True,False,SAINS DAN TEKNOLOGI,PSIKOLOGI
169,12,1,8.333333333333332,4,8,0.3333333333333333,0.6666666666666666,5,9,2,3,True,True,True,True,True,SAINS DAN TEKNOLOGI,PSIKOLOGI
170,9,2,22.22222222222222,4,5,0.4444444444444444,0.5555555555555556,5,8,1,2,True,False,True,True,False,HUMANIORA,BAHASA DAN SASTRA ARAB
171,15,5,33.33333333333333,5,10,0.3333333333333333,0.6666666666666666,4,10,4,3,True,False,True,True,False,SAINS DAN TEKNOLOGI,TEKNIK ARSITEKTUR
172,19,1,5.263157894736842,8,11,0.42105263157894735,0.5789473684210527,5,12,5,3,True,False,True,True,False,SAINS DAN TEKNOLOGI,BIOLOGI
173,13,1,7.6923076923076925,5,8,0.38461538461538464,0.6153846153846154,5,10,3,2,True,True,True,True,True,EKONOMI,MANAJEMEN
174,8,1,12.5,5,3,0.625,0.375,3,5,2,3,True,False,False,True,False,EKONOMI,BAHASA DAN SASTRA INGGRIS
175,8,1,12.5,2,6,0.25,0.75,4,7,1,2,True,False,True,True,False,SAINS DAN TEKNOLOGI,BIOLOGI
176,17,2,11.76470588235294,5,12,0.29411764705882354,0.7058823529411765,5,12,4,3,True,False,True,True,False,SYARI'AH,PSIKOLOGI
177,12,1,8.333333333333332,5,7,0.4166666666666667,0.5833333333333334,5,8,3,3,True,True,True,True,True,PSIKOLOGI,PSIKOLOGI
178,12,1,8.333333333333332,6,6,0.5,0.5,5,10,2,2,True,True,False,True,False,SAINS DAN TEKNOLOGI,TEKNIK ARSITEKTUR
